index,model_name,model_A,model_B,P({a} > {b}),P({a} == {b}),P({b} > {a}),left,within,right
484,lstm,500,3000,0.0,0.00254,0.99746,0.0,0.00254,0.99746
485,lstm,500,3500,0.0,0.00432,0.99568,0.0,0.00432,0.99568
486,lstm,500,4000,0.0,0.00022,0.99978,0.0,0.00022,0.99978
487,lstm,500,4500,0.0,0.0002,0.9998,0.0,0.0002,0.9998
488,lstm,500,5000,0.0,0.00292,0.99708,0.0,0.00292,0.99708
489,lstm,500,5500,0.0,0.00072,0.99928,0.0,0.00072,0.99928
490,lstm,500,6000,0.0,0.0001,0.9999,0.0,0.0001,0.9999
491,lstm,500,6500,0.0,0.0007,0.9993,0.0,0.0007,0.9993
492,lstm,500,7000,0.0,0.00012,0.99988,0.0,0.00012,0.99988
493,lstm,500,7500,0.0,0.00046,0.99954,0.0,0.00046,0.99954
494,lstm,500,8000,0.0,0.0004,0.9996,0.0,0.0004,0.9996
495,lstm,1000,1500,0.00032,0.9812,0.01848,0.00032,0.9812,0.01848
496,lstm,1000,2000,0.0,0.9481,0.0519,0.0,0.9481,0.0519
497,lstm,1000,2500,0.0,0.85858,0.14142,0.0,0.85858,0.14142
498,lstm,1000,3000,0.0,0.80322,0.19678,0.0,0.80322,0.19678
499,lstm,1000,3500,0.0,0.81486,0.18514,0.0,0.81486,0.18514
500,lstm,1000,4000,0.0,0.65494,0.34506,0.0,0.65494,0.34506
501,lstm,1000,4500,0.0,0.56554,0.43446,0.0,0.56554,0.43446
502,lstm,1000,5000,0.0,0.71876,0.28124,0.0,0.71876,0.28124
503,lstm,1000,5500,0.0,0.3906,0.6094,0.0,0.3906,0.6094
504,lstm,1000,6000,0.0,0.32184,0.67816,0.0,0.32184,0.67816
505,lstm,1000,6500,0.0,0.32382,0.67618,0.0,0.32382,0.67618
506,lstm,1000,7000,0.0,0.33496,0.66504,0.0,0.33496,0.66504
507,lstm,1000,7500,0.0,0.50392,0.49608,0.0,0.50392,0.49608
508,lstm,1000,8000,0.0,0.51856,0.48144,0.0,0.51856,0.48144
509,lstm,1500,2000,0.0,1.0,0.0,0.0,1.0,0.0
510,lstm,1500,2500,0.0,0.99696,0.00304,0.0,0.99696,0.00304
511,lstm,1500,3000,0.0,0.99958,0.00042,0.0,0.99958,0.00042
512,lstm,1500,3500,0.0,0.99794,0.00206,0.0,0.99794,0.00206
513,lstm,1500,4000,0.0,0.99696,0.00304,0.0,0.99696,0.00304
514,lstm,1500,4500,0.0,0.974,0.026,0.0,0.974,0.026
515,lstm,1500,5000,0.0,0.93424,0.06576,0.0,0.93424,0.06576
516,lstm,1500,5500,0.0,0.96958,0.03042,0.0,0.96958,0.03042
517,lstm,1500,6000,0.0,0.89876,0.10124,0.0,0.89876,0.10124
518,lstm,1500,6500,0.0,0.91494,0.08506,0.0,0.91494,0.08506
519,lstm,1500,7000,0.0,0.91802,0.08198,0.0,0.91802,0.08198
520,lstm,1500,7500,4e-05,0.95684,0.04312,4e-05,0.95684,0.04312
521,lstm,1500,8000,0.0,0.9826,0.0174,0.0,0.9826,0.0174
522,lstm,2000,2500,0.0,0.99982,0.00018,0.0,0.99982,0.00018
523,lstm,2000,3000,0.0,0.99968,0.00032,0.0,0.99968,0.00032
524,lstm,2000,3500,0.0,0.99972,0.00028,0.0,0.99972,0.00028
525,lstm,2000,4000,0.0,0.99586,0.00414,0.0,0.99586,0.00414
526,lstm,2000,4500,0.0,0.99438,0.00562,0.0,0.99438,0.00562
527,lstm,2000,5000,0.0,0.99706,0.00294,0.0,0.99706,0.00294
528,lstm,2000,5500,0.0,0.99538,0.00462,0.0,0.99538,0.00462
529,lstm,2000,6000,0.0,0.998,0.002,0.0,0.998,0.002
